Freq(Hz),Sdd11(mag),Sdd11(phase),Sdd12(mag),Sdd12(phase),Sdd21(mag),Sdd21(phase),Sdd22(mag),Sdd22(phase)
1.59E+09,-21.20725,131.14232,-47.60059,-60.47174,23.90564,-22.29907,-13.33116,166.57552
1.60E+09,-21.66423,131.83205,-47.44379,104.20033,23.88434,-23.13489,-13.9596,163.8222
1.60E+09,-20.54856,126.78844,-55.45823,-170.22169,23.90605,-23.93701,-13.92246,163.97165
1.61E+09,-21.50024,137.13206,-43.93683,61.71506,23.91715,-24.515,-13.33178,165.76123
1.62E+09,-20.57738,126.5279,-49.036,-113.01039,23.91079,-25.44916,-13.55607,161.72372
1.62E+09,-21.02053,133.24048,-58.65561,72.42429,23.89497,-26.13122,-13.55502,162.17114
1.63E+09,-19.97693,131.91379,-45.04737,91.20014,23.91425,-26.85103,-13.70814,164.0146
1.63E+09,-20.27782,126.32271,-42.65609,-63.52928,23.89442,-27.63553,-13.46989,159.88959
1.64E+09,-19.84611,125.22939,-48.66275,36.26319,23.91301,-28.60841,-13.42321,163.31209
1.65E+09,-19.60129,127.68013,-53.24111,-161.90996,23.90863,-29.28203,-13.66805,160.24452
1.65E+09,-19.58787,126.07163,-56.04159,4.29436,23.88414,-30.07414,-13.56068,159.57855
1.66E+09,-20.53484,124.73489,-42.10692,105.97095,23.88977,-30.76287,-13.59447,156.34808
1.66E+09,-19.85154,126.30497,-50.02135,158.80017,23.89494,-31.5178,-13.56933,156.18594
1.67E+09,-19.51174,128.04424,-53.36064,39.29036,23.88867,-32.41656,-13.61438,157.79485
1.68E+09,-19.09247,125.81275,-49.98446,-73.6993,23.88212,-33.10764,-13.17445,157.28658
1.68E+09,-19.2068,122.75698,-53.80858,176.46965,23.89989,-33.85767,-13.40197,154.91086
1.69E+09,-19.22187,120.6289,-55.75437,47.19361,23.88291,-34.79598,-13.43472,154.71146
1.69E+09,-18.85285,118.16539,-48.66512,-1.94361,23.89435,-35.59724,-13.47419,155.02663
1.70E+09,-19.69247,118.14935,-62.52118,-179.76001,23.8825,-36.34475,-13.05878,153.60477
1.71E+09,-18.87578,119.61512,-47.1395,18.52809,23.89828,-37.08973,-13.20237,153.66533
1.71E+09,-19.1432,117.20449,-56.15088,2.45256,23.87478,-37.9394,-13.51263,153.18245
1.72E+09,-19.57678,120.46569,-41.83387,-112.66993,23.86275,-38.7347,-13.50532,151.64139
1.72E+09,-18.55325,115.68446,-45.53661,112.50986,23.88881,-39.37942,-13.5329,153.20102
1.73E+09,-19.4416,119.16183,-47.24773,-16.81411,23.8426,-40.12756,-13.40824,151.6514
1.74E+09,-18.8973,115.28152,-52.30736,-112.39362,23.84037,-40.96478,-13.24038,149.66908
1.74E+09,-19.17491,111.92247,-39.63151,175.20207,23.84606,-41.7176,-13.29009,149.13487
1.75E+09,-18.63215,118.58651,-53.59716,-93.81792,23.85097,-42.53452,-13.48495,148.21866
1.75E+09,-18.66068,112.83075,-43.39764,-130.65353,23.86927,-43.31329,-13.35997,147.73674
1.76E+09,-18.4779,117.37528,-50.44518,-101.32117,23.8588,-44.15174,-13.12282,147.41267
1.77E+09,-18.63101,112.58874,-43.89994,-170.68874,23.86361,-45.0044,-13.3291,148.07335
1.77E+09,-18.27842,114.40422,-51.53691,89.09335,23.84932,-45.68829,-13.34525,147.1779
1.78E+09,-18.40976,114.47266,-66.78063,27.85443,23.8367,-46.45098,-13.35102,147.90134
1.78E+09,-18.83818,111.06198,-52.21522,-59.77803,23.81177,-47.25825,-13.05044,144.44405
1.79E+09,-18.06018,113.43413,-48.94688,113.94522,23.83844,-47.91721,-13.37529,145.39333
1.80E+09,-18.23684,111.15974,-46.258,82.73514,23.82685,-48.84816,-13.35044,144.83223
1.80E+09,-18.37546,109.27471,-48.64061,145.25067,23.82112,-49.36897,-13.25839,142.01997
1.81E+09,-18.13299,112.49252,-45.49956,-159.19606,23.81594,-50.3441,-13.22777,143.24878
1.81E+09,-18.22729,106.86552,-43.26014,59.80751,23.8221,-51.12552,-13.05396,142.43791
1.82E+09,-17.76702,110.16904,-44.03186,-56.56806,23.81036,-51.9867,-13.26377,141.5325
1.82E+09,-18.01938,106.76022,-51.52349,159.3983,23.8289,-52.69687,-13.2426,141.61339
1.83E+09,-17.87574,106.31343,-48.27597,-147.74153,23.81322,-53.39949,-12.7409,142.07739
1.84E+09,-18.29741,104.01765,-53.7613,151.10016,23.82126,-54.42627,-12.85015,139.33537
1.84E+09,-17.58952,105.86815,-55.85107,-52.90514,23.78097,-55.05522,-14.06559,146.40802
1.85E+09,-17.38202,103.51594,-58.02463,134.12209,23.81002,-55.8337,-14.02811,139.88295
1.85E+09,-17.54695,103.83474,-59.53659,-86.35439,23.81578,-56.64889,-12.72878,137.46762
1.86E+09,-16.6877,103.39151,-41.6156,-22.7945,23.7833,-57.44021,-12.89304,136.97301
1.87E+09,-17.76648,105.23808,-45.61768,124.87552,23.79373,-58.31073,-13.13032,138.97746
1.87E+09,-17.50875,103.41643,-53.22319,126.27988,23.78421,-59.00902,-12.79404,135.26865
1.88E+09,-17.01435,98.99436,-49.07867,117.54266,23.78843,-59.67754,-13.16499,136.66901
1.88E+09,-17.15757,103.92223,-45.31927,164.78722,23.78309,-60.50865,-13.25596,135.16629
1.89E+09,-17.39908,100.21351,-46.60116,25.38665,23.75186,-61.3824,-13.31526,134.0587
1.90E+09,-17.65733,99.87835,-47.30564,46.05722,23.77371,-62.10549,-13.0431,134.29019
1.90E+09,-17.63437,101.58257,-49.1594,60.65304,23.76306,-62.93169,-12.93283,133.14107
1.91E+09,-16.66361,99.33794,-51.86327,-55.75685,23.75711,-63.66137,-12.80694,133.64407
1.91E+09,-16.56415,95.14978,-46.68484,-133.28751,23.76682,-64.31734,-12.97835,132.48869
1.92E+09,-17.24265,99.19551,-54.74487,119.92531,23.75528,-65.35626,-12.67117,132.4274
1.93E+09,-16.9951,95.67203,-52.38967,173.25906,23.7409,-66.1693,-12.90512,130.64621
1.93E+09,-17.22172,93.69685,-45.86274,-118.7216,23.7429,-66.73716,-12.67057,128.79724
1.94E+09,-16.89063,96.00983,-54.27703,91.95455,23.74737,-67.56503,-12.80845,130.91101
1.94E+09,-16.70043,94.14498,-45.00388,-85.66387,23.74546,-68.5405,-13.15636,128.53647
1.95E+09,-16.75455,96.63676,-48.5922,-49.08672,23.72688,-69.15044,-12.73775,127.57662
1.96E+09,-16.90198,94.29192,-53.34561,-177.15678,23.7286,-69.81913,-12.72709,128.07649
1.96E+09,-16.53483,91.20803,-50.3461,164.96439,23.73726,-70.72228,-12.62103,127.55571
1.97E+09,-16.23458,93.05206,-55.72758,28.59892,23.74105,-71.47404,-12.74393,127.33638
1.97E+09,-16.08721,87.63947,-45.43924,-150.90303,23.73861,-72.29208,-12.65333,127.14863
1.98E+09,-16.82003,92.41322,-48.14547,178.27533,23.70698,-73.21345,-12.64573,126.73162
1.99E+09,-16.60452,88.06764,-49.1831,141.44484,23.69769,-74.01517,-12.82156,124.05237
1.99E+09,-16.1137,89.61785,-54.87394,-79.82591,23.70914,-74.674,-12.68051,123.20856
2.00E+09,-16.50986,89.08701,-51.82315,103.67554,23.69628,-75.53048,-12.99368,123.58848
2.00E+09,-16.40371,87.5463,-52.18428,-89.25349,23.70222,-76.163,-12.88917,123.89867
2.01E+09,-16.11309,86.43306,-51.16991,66.20551,23.69813,-77.00941,-13.04505,122.82041
2.02E+09,-16.21296,86.53912,-45.80355,120.1357,23.69159,-77.74431,-13.0297,124.11947
2.02E+09,-16.09579,85.53486,-48.39484,69.13017,23.70451,-78.63635,-12.87156,121.97372
2.03E+09,-16.38483,83.39726,-50.4001,114.37015,23.67197,-79.38,-12.71405,120.79099
2.03E+09,-16.02571,85.81062,-45.47709,159.36736,23.67464,-80.09497,-12.7257,121.231
2.04E+09,-15.81176,84.19743,-42.43456,131.97723,23.6434,-80.95616,-12.67091,120.29704
2.05E+09,-16.0382,83.72881,-48.97328,-13.42651,23.65718,-81.57935,-12.7054,120.09981
2.05E+09,-15.98508,82.14734,-51.06902,-109.62403,23.6551,-82.49081,-12.69866,118.45391
2.06E+09,-16.527,82.80535,-43.45509,143.46393,23.6237,-83.09841,-12.51655,116.42928
2.06E+09,-15.95393,80.53603,-47.5789,-154.44437,23.67533,-83.97932,-12.52528,117.63409
2.07E+09,-15.55032,82.31153,-48.71252,49.16608,23.64532,-84.76046,-12.58827,116.87963
2.08E+09,-15.86892,84.4222,-48.06383,77.59977,23.61544,-85.43044,-12.67945,117.04461
2.08E+09,-15.79648,79.96936,-47.70683,152.6337,23.64283,-86.32073,-12.86221,115.98191
2.09E+09,-15.47808,80.18924,-49.64033,66.669,23.59886,-87.02149,-12.70074,114.9994
2.09E+09,-15.53754,78.20557,-51.64365,80.05564,23.60624,-88.0601,-12.60911,113.55521
2.10E+09,-15.78822,77.14555,-50.32249,172.61513,23.584,-88.58601,-12.87604,110.77448
2.11E+09,-15.83689,77.4578,-45.32756,92.87376,23.5838,-89.37321,-12.43579,113.3875
2.11E+09,-15.46088,76.69644,-52.72652,-154.69405,23.57558,-90.06638,-12.59233,113.00187
2.12E+09,-15.01063,74.89955,-46.94177,-126.47884,23.58783,-90.83185,-12.62126,112.85668
2.12E+09,-15.62046,77.06896,-52.63685,179.52,23.58493,-91.78655,-12.46885,111.29239
2.13E+09,-15.45979,74.21642,-48.22984,163.15417,23.57933,-92.49551,-12.43677,111.01564
2.14E+09,-15.02718,75.65063,-44.05045,-28.63388,23.55941,-93.30086,-12.64953,110.5684
2.14E+09,-15.13652,74.77489,-60.30015,45.84989,23.59355,-94.05285,-12.53979,109.85395
2.15E+09,-15.71613,70.57816,-44.85621,-166.29158,23.5747,-95.0571,-12.14427,107.41282
2.15E+09,-15.98356,69.72368,-43.96975,-157.25458,23.56213,-95.50546,-12.28208,106.11584
2.16E+09,-15.17494,72.92409,-56.31134,-51.91615,23.5566,-96.4509,-12.38125,108.89846
2.17E+09,-15.68069,70.22819,-46.179,-68.62071,23.52898,-97.19171,-12.51835,106.44891
2.17E+09,-15.20621,72.45951,-48.37647,90.49012,23.54793,-98.08036,-12.71594,107.64915
2.18E+09,-15.18108,69.01778,-56.36677,-124.84476,23.55437,-98.89629,-12.44511,106.52573
2.18E+09,-14.81511,68.39655,-46.72868,130.75592,23.53,-99.64372,-12.56465,105.11667
2.19E+09,-15.12551,68.41473,-42.34718,152.44557,23.53927,-100.19227,-12.86315,105.03763
2.20E+09,-14.94633,68.01633,-55.97459,-35.0203,23.53896,-101.01093,-12.41652,102.10656
2.20E+09,-15.14503,69.14305,-52.17166,80.48692,23.50625,-102.01066,-12.42949,103.69788
2.21E+09,-14.84366,65.69057,-48.07361,-152.80223,23.50206,-102.56429,-12.3218,103.97407
2.21E+09,-15.26151,65.51994,-46.59318,123.9082,23.5037,-103.38285,-12.26816,103.25205
2.22E+09,-14.88829,65.86965,-62.74387,-2.55009,23.50008,-104.23489,-12.45449,100.69002
2.23E+09,-15.03397,68.25691,-45.57029,122.6796,23.52353,-104.91884,-12.54106,100.78662
2.23E+09,-14.65115,66.03973,-43.97818,51.89706,23.48158,-105.90073,-12.65157,101.11445
2.24E+09,-14.93093,66.20994,-42.87102,156.61443,23.47877,-106.71673,-12.46862,97.31253
2.24E+09,-14.89122,62.3579,-49.66192,26.95669,23.46784,-107.23713,-12.6479,98.03217
2.25E+09,-15.08912,62.18853,-55.75461,86.36089,23.47282,-108.01631,-12.73626,97.63942
2.26E+09,-14.67131,62.26444,-57.59678,-54.23523,23.4738,-108.91431,-12.31816,98.12514
2.26E+09,-14.73055,60.2019,-48.66116,171.23991,23.43746,-109.52332,-12.20594,96.51739
2.27E+09,-14.90023,60.86283,-51.06233,128.87761,23.46787,-110.35226,-12.22423,96.85694
2.27E+09,-14.86193,61.26791,-45.52186,74.18797,23.46914,-111.30128,-12.43758,96.06758
2.28E+09,-14.58236,61.29735,-47.94369,-10.65626,23.46088,-111.88586,-12.18004,94.86437
2.29E+09,-14.41547,60.37806,-51.53945,64.24504,23.44285,-112.86364,-12.11525,94.54085
2.29E+09,-15.02679,58.96628,-44.90294,154.67986,23.42146,-113.46473,-12.33545,94.82122
2.30E+09,-14.71532,55.93982,-53.57877,-174.27589,23.43749,-114.38976,-12.68223,93.56709
2.30E+09,-14.348,60.55762,-43.47742,87.70164,23.40031,-114.96497,-12.40542,93.57864
2.31E+09,-14.60147,56.43161,-53.13876,-135.97806,23.40179,-115.86613,-12.29604,91.87228
2.32E+09,-14.60976,54.78833,-51.41048,-89.6461,23.39197,-116.52975,-12.37576,91.18605
2.32E+09,-14.18094,55.10903,-45.94528,117.2283,23.40591,-117.25091,-12.26532,90.76991
2.33E+09,-14.54654,55.87477,-47.69089,-167.54749,23.39257,-118.12501,-12.43381,90.51701
2.33E+09,-14.15858,57.36315,-57.7182,-139.99893,23.39738,-118.80452,-12.29862,89.01278
2.34E+09,-14.58413,52.44861,-52.21179,147.8934,23.3401,-119.5429,-12.12867,91.07653
2.35E+09,-14.23982,49.6681,-46.68758,116.2561,23.35616,-120.46577,-12.57419,88.69365
2.35E+09,-14.75115,51.64648,-46.1599,88.48854,23.34093,-121.372,-12.15921,86.3389
2.36E+09,-14.54238,52.814,-52.05937,86.15778,23.3517,-121.92968,-11.95947,88.12487
2.36E+09,-14.09799,49.85729,-50.25207,41.5099,23.3425,-122.96172,-12.13281,87.56263
2.37E+09,-14.19606,48.40558,-52.4331,-165.25586,23.34993,-123.71761,-12.21505,85.45406
2.38E+09,-14.76027,48.56343,-48.65262,-151.12628,23.3149,-124.17921,-12.45001,85.87875
2.38E+09,-14.0586,50.3972,-54.267,78.03011,23.32918,-124.70972,-12.42973,85.45975
2.39E+09,-13.92649,48.2005,-44.12454,9.53057,23.31816,-125.83604,-12.32332,84.82602
2.39E+09,-14.39957,48.58159,-55.1694,116.70831,23.30248,-126.60831,-12.14628,82.77204
2.40E+09,-14.24919,46.28057,-62.46375,155.02448,23.28073,-127.35843,-12.13593,82.94859
2.41E+09,-13.69148,47.83661,-44.61121,116.8934,23.2671,-128.1666,-12.07185,83.58954
2.41E+09,-14.25391,46.23968,-48.41387,87.17009,23.28934,-129.06209,-12.28216,81.70212
2.42E+09,-14.06557,46.22763,-48.32665,145.46693,23.26693,-129.75964,-12.27018,80.49152
2.42E+09,-14.15962,42.71417,-48.68344,-173.1062,23.24819,-130.485,-12.29861,79.9445
2.43E+09,-14.71858,47.39778,-43.58062,51.2407,23.27582,-131.18317,-11.9234,78.56589
2.44E+09,-13.85244,45.59516,-42.77029,12.78485,23.27985,-131.88589,-12.19406,76.77162
2.44E+09,-13.95086,41.2236,-49.82206,-129.83961,23.24728,-132.68848,-12.08211,79.06973
2.45E+09,-14.53338,42.67306,-56.69713,141.94681,23.25465,-133.35381,-12.051,77.79501
2.45E+09,-13.7988,41.19211,-50.16155,14.35622,23.24781,-134.27464,-12.47174,76.80238
2.46E+09,-13.85491,44.43625,-43.32634,113.63621,23.22562,-135.02119,-12.07596,76.78352
2.47E+09,-13.96975,38.52889,-49.88987,30.2428,23.22367,-135.81642,-12.17479,75.6774
2.47E+09,-13.95286,39.97077,-51.40424,131.52832,23.21696,-136.35648,-12.18337,74.21156
2.48E+09,-13.69569,39.54695,-41.59244,56.37569,23.22458,-137.32408,-12.39907,74.19638
2.48E+09,-13.9369,40.14306,-50.64298,125.37032,23.21697,-138.06895,-11.90233,73.59702
2.49E+09,-14.08935,40.16452,-52.02519,-167.81601,23.21468,-138.8795,-12.33028,74.03687
2.50E+09,-14.1024,39.8227,-54.40797,65.70804,23.2065,-139.49905,-11.72759,73.96114
2.50E+09,-14.16824,35.21611,-42.754,98.78739,23.17635,-140.33849,-11.97783,71.81522
2.51E+09,-13.78804,36.08881,-52.37754,111.87576,23.2274,-141.09129,-11.8047,70.84025
2.51E+09,-13.802,36.15858,-49.73924,97.38432,23.1902,-141.85121,-12.01364,71.82172
2.52E+09,-14.0905,36.19759,-63.93262,161.91556,23.20923,-142.64499,-12.00637,71.85227
2.53E+09,-13.73123,35.85702,-48.72061,21.36103,23.1747,-143.39607,-11.90063,71.65569
2.53E+09,-13.78729,35.42944,-54.93892,101.28532,23.18107,-144.15074,-12.15978,71.0002
2.54E+09,-14.27789,36.52102,-44.96331,147.3795,23.18509,-145.07356,-12.22181,68.72855
2.54E+09,-13.89413,31.69546,-47.6042,-35.4845,23.14048,-145.83768,-12.13703,67.87756
2.55E+09,-13.5391,33.47268,-46.36681,139.56903,23.14024,-146.3179,-11.61774,69.96513
2.56E+09,-14.00614,28.3352,-44.9605,7.9727,23.14777,-147.26823,-12.04503,65.4263
2.56E+09,-13.77407,31.14091,-50.93166,-53.99988,23.12393,-147.91624,-12.14398,67.62927
2.57E+09,-13.81122,29.47632,-51.82359,76.51853,23.1136,-148.90875,-12.06794,63.7709
2.57E+09,-13.86222,29.99809,-55.50195,-176.64847,23.11178,-149.5657,-11.94709,63.91391
2.58E+09,-14.12542,27.68365,-44.77074,121.55193,23.08877,-150.38618,-12.16084,62.76149
2.59E+09,-14.0565,30.85616,-58.27594,99.68246,23.0981,-151.13264,-11.96935,63.44053
2.59E+09,-14.15668,30.07464,-44.22295,81.02098,23.0962,-151.93993,-12.01383,63.42725
2.60E+09,-13.76479,25.2505,-53.127,150.09265,23.0584,-152.73264,-11.74357,63.04396
2.60E+09,-14.42894,30.35991,-43.31919,124.08876,23.07776,-153.30977,-12.24777,60.92865
2.61E+09,-13.87416,29.02835,-47.04243,124.06443,23.05373,-154.09262,-11.65706,63.17132
2.62E+09,-13.69542,28.71706,-44.92638,114.24842,23.05376,-154.67676,-11.81787,62.30895
2.62E+09,-13.8925,23.79027,-51.04064,58.321,23.05543,-155.56601,-11.82286,60.94308
2.63E+09,-13.62886,24.92586,-49.18005,-160.20689,23.05195,-156.34485,-12.4452,59.78077
2.63E+09,-13.82427,25.50359,-53.08411,4.66223,23.05032,-157.23738,-11.76403,59.68754
2.64E+09,-13.7571,23.62577,-44.60477,58.04132,23.02403,-157.78015,-11.75564,58.46862
2.65E+09,-13.6084,22.41628,-43.93517,-136.40364,23.02978,-158.54042,-11.93089,63.13138
2.65E+09,-13.75202,20.96223,-43.29708,156.98633,23.04162,-159.11877,-11.86123,59.83736
2.66E+09,-14.00829,20.06927,-60.48423,-144.7626,23.03276,-160.04918,-12.03617,58.68296
2.66E+09,-14.03856,21.91692,-45.21181,91.9994,23.00922,-160.9044,-11.80625,57.42273
2.67E+09,-13.6781,19.61873,-46.36446,7.25853,23.02258,-161.78598,-11.94521,55.84233
2.68E+09,-14.24005,19.07381,-47.64951,173.91368,23.01547,-162.43939,-11.84478,57.25272
2.68E+09,-13.90405,17.95421,-49.71005,-6.11468,22.99776,-163.29263,-11.81401,54.13477
2.69E+09,-14.04979,15.51725,-44.77778,-54.22174,23.00439,-163.8907,-11.68316,56.67479
2.69E+09,-13.72056,16.39765,-48.31813,26.19216,22.96068,-164.6956,-11.69507,55.69149
2.70E+09,-13.67481,19.26092,-45.89062,158.00581,22.94964,-165.52557,-11.93231,54.42403
2.71E+09,-13.6702,16.6945,-47.18774,26.21495,22.97538,-166.30252,-11.95498,53.44662
2.71E+09,-13.51509,17.54665,-51.05067,132.86308,22.96961,-166.81306,-11.85453,53.76139
2.72E+09,-13.6076,17.41249,-48.94286,-5.80585,22.9708,-167.85641,-11.54228,52.6797
2.72E+09,-13.83038,13.39432,-53.40986,74.86357,22.96457,-168.55096,-11.52011,51.40846
2.73E+09,-13.75359,16.97509,-50.65525,44.05858,22.95297,-169.41039,-11.73229,52.22788
2.74E+09,-13.95019,15.23825,-47.6646,95.69727,22.92096,-169.94125,-11.96734,52.94318
2.74E+09,-14.22455,11.32109,-48.37429,-66.6779,22.95444,-170.89973,-11.55912,51.07023
2.75E+09,-14.21542,13.60943,-46.91273,179.24348,22.95091,-171.80099,-11.91683,52.09638
2.75E+09,-13.97519,11.42446,-52.99739,84.73959,22.96409,-172.32422,-11.5928,51.26596
2.76E+09,-13.73047,12.14663,-47.66537,32.13592,22.89649,-173.22694,-11.5748,48.7286
2.77E+09,-13.14325,12.19438,-41.88604,36.02048,22.90218,-173.84932,-11.68134,48.26951
2.77E+09,-14.2757,12.05188,-46.22777,-133.96094,22.91079,-174.67459,-11.87601,50.42916
2.78E+09,-13.21634,8.12694,-38.90807,68.69125,22.92337,-175.38303,-11.44073,45.76965
2.78E+09,-14.22997,11.82945,-46.16778,-71.02781,22.8886,-176.34305,-11.78776,47.51207
2.79E+09,-13.5593,10.33081,-46.57514,126.50118,22.88708,-177.00931,-11.88726,47.83917
2.80E+09,-13.88831,8.30135,-50.44469,34.37973,22.89549,-177.72423,-11.6812,45.76728
2.80E+09,-13.51468,6.79328,-47.50101,149.04115,22.92932,-178.52539,-11.80227,44.85841
2.81E+09,-13.78352,8.46529,-44.29863,-99.31792,22.85917,-179.26546,-11.46136,44.20144
2.81E+09,-13.66301,9.60544,-53.93671,65.43938,22.86279,-179.79706,-11.54413,44.8702
2.82E+09,-13.29808,6.04866,-45.10534,-51.37711,22.88451,179.37262,-11.31513,45.60672
2.83E+09,-14.27754,5.9633,-56.14327,153.39813,22.83293,178.80659,-11.74919,42.08436
2.83E+09,-13.85828,5.49598,-50.2017,38.30815,22.86664,178.06197,-11.71378,43.34741
2.84E+09,-13.36639,8.51706,-41.93743,94.45839,22.87229,177.16916,-11.8531,43.25117
2.84E+09,-13.31124,4.65265,-39.49195,29.51455,22.82444,176.11528,-11.64363,44.09538
2.85E+09,-14.2643,6.3331,-46.07632,-63.3703,22.86236,175.53412,-11.60718,38.07859
2.86E+09,-13.77872,2.93281,-42.45539,-41.84186,22.84718,174.80669,-11.52596,38.20149
2.86E+09,-13.62719,6.4711,-44.94976,-172.10635,22.83832,173.9583,-11.90515,40.29975
2.87E+09,-13.63176,0.28387,-45.9128,105.65113,22.84012,173.14691,-11.55804,40.37769
2.87E+09,-13.74432,2.10154,-56.5624,65.93809,22.82478,172.355,-11.29742,38.24492
2.88E+09,-14.01466,2.08289,-48.01708,24.7189,22.82211,171.59526,-11.4983,39.6337
2.89E+09,-13.67645,3.99553,-43.39772,9.71194,22.80735,170.74228,-11.44669,36.92536
2.89E+09,-13.99116,2.66983,-44.96831,97.85959,22.80733,169.97485,-11.56979,38.13161
2.90E+09,-14.37257,1.1534,-48.16244,148.72958,22.77652,169.39029,-11.89497,38.87018
2.90E+09,-13.11709,-3.68093,-43.80804,38.7211,22.78731,168.5663,-11.81753,38.14926
2.91E+09,-13.74141,-0.10239,-50.83171,67.9437,22.76334,167.77722,-11.74917,35.00417
2.92E+09,-13.94997,1.13712,-40.94022,-167.68109,22.76419,166.89024,-11.7761,33.9435
2.92E+09,-14.35172,-2.57034,-46.56553,-134.96167,22.76028,166.32011,-11.87098,36.30062
2.93E+09,-13.57585,-3.96057,-46.4555,96.88178,22.75626,165.46548,-11.31133,37.04035
2.93E+09,-13.79361,-1.66442,-47.14497,-137.9884,22.75692,164.67589,-11.55949,33.47405
2.94E+09,-14.27775,-4.24389,-42.89881,-3.44642,22.74612,163.97032,-11.3405,32.29047
2.95E+09,-13.68227,-4.36814,-48.88493,132.89816,22.74559,163.1152,-11.42219,35.18239
2.95E+09,-13.66637,-3.46103,-53.33137,8.69369,22.73158,162.66269,-11.11562,34.25402
2.96E+09,-14.07536,-5.70844,-47.63356,-15.95974,22.72066,162.06209,-11.41688,33.54808
2.96E+09,-14.44331,-2.27034,-38.76314,116.87201,22.713,161.0253,-11.37529,31.77972
2.97E+09,-14.23801,-7.77987,-55.80025,-69.33869,22.73161,160.36707,-11.47057,33.64553
2.98E+09,-13.9191,-5.27756,-45.75621,114.60999,22.69775,159.45996,-11.44497,31.54566
2.98E+09,-13.9938,-6.70546,-56.0932,6.32196,22.72579,158.79004,-11.53166,31.31887
2.99E+09,-14.15283,-8.96981,-51.40999,70.29542,22.67442,157.98224,-11.4223,29.02885
2.99E+09,-13.82799,-7.27532,-54.355,-66.37085,22.68691,157.38811,-11.39281,29.62286
3.00E+09,-14.39727,-9.79479,-40.76597,-7.71606,22.72505,156.58177,-11.01652,28.68288
3.01E+09,-13.86282,-8.87303,-56.29451,92.2208,22.70888,155.75705,-11.54875,28.02991
3.01E+09,-14.02979,-12.2105,-45.11044,26.57313,22.70459,154.97731,-11.44099,27.22167
3.02E+09,-14.16373,-11.36356,-48.10238,-18.54298,22.67919,154.19324,-11.13033,27.10028
3.02E+09,-14.2474,-10.21099,-53.31876,-88.57188,22.70104,153.39531,-11.11369,29.07633
3.03E+09,-14.04091,-10.2042,-46.10227,-7.3041,22.68872,152.48372,-11.41785,26.59252
3.03E+09,-14.32638,-11.53851,-42.47079,113.58024,22.67199,151.74821,-11.16364,26.99918
3.04E+09,-14.31183,-13.61544,-49.93238,145.8011,22.66641,150.87675,-11.38442,24.41238
3.05E+09,-14.49357,-11.29852,-48.7195,78.78387,22.61745,150.20468,-11.43007,27.54413
3.05E+09,-14.3867,-14.03566,-48.52265,86.14822,22.66467,149.45781,-11.30129,25.88333
3.06E+09,-14.71057,-13.08076,-57.40866,95.02736,22.61614,148.82005,-11.68401,25.50589
3.06E+09,-13.95395,-14.35438,-43.20147,48.278,22.6162,148.01308,-11.7432,23.84131
3.07E+09,-14.56049,-14.52538,-46.88926,-64.90659,22.62253,147.24896,-11.45219,20.69693
3.08E+09,-14.54554,-16.70772,-50.67623,-38.16512,22.65055,146.4516,-11.29273,21.93333
3.08E+09,-14.64319,-15.63499,-55.37682,-78.48184,22.59678,145.6994,-11.34586,22.00087
3.09E+09,-14.53102,-16.88817,-48.71292,6.69044,22.61288,144.92198,-11.47514,22.9365
3.09E+09,-14.55776,-15.84602,-52.76395,18.64334,22.62396,144.25755,-11.20868,22.71657
3.10E+09,-14.93399,-17.49092,-45.52879,2.00335,22.60465,143.40556,-11.53585,19.73642
3.11E+09,-14.40431,-19.8408,-58.49369,-65.4829,22.57604,142.72507,-11.92111,20.47461
3.11E+09,-14.45246,-16.78131,-51.86245,57.69171,22.5965,141.99066,-11.50325,22.00753
3.12E+09,-14.69464,-19.40192,-52.71417,103.35719,22.55475,141.33224,-11.62632,21.10847
3.12E+09,-14.61234,-17.70493,-44.18476,85.85175,22.58491,140.41568,-11.46624,20.25136
3.13E+09,-14.33161,-18.11496,-47.12646,23.41895,22.55856,139.50838,-11.55856,17.48973
3.14E+09,-14.4306,-19.88481,-57.59268,152.96027,22.55744,138.8231,-11.74888,19.35665
3.14E+09,-14.37792,-21.27828,-43.33398,23.65845,22.55436,137.8817,-11.45953,18.00971
3.15E+09,-14.4553,-21.55267,-47.04257,43.70394,22.5667,137.42223,-11.2924,16.66392
3.15E+09,-15.04994,-24.03729,-51.55436,-6.62977,22.56221,136.44333,-11.54861,17.29643
3.16E+09,-14.495,-20.47019,-41.10547,-158.75011,22.52342,135.74899,-11.60182,16.98366
3.17E+09,-14.75286,-23.80055,-50.6318,-119.5144,22.54084,135.00298,-11.45033,18.88936
3.17E+09,-14.66641,-22.57456,-44.1639,-147.06886,22.5327,134.11377,-11.27338,15.80091
3.18E+09,-14.49515,-22.78914,-44.48781,-56.10009,22.54944,133.43878,-11.2668,16.91953
3.18E+09,-14.78921,-24.42749,-40.51835,12.03386,22.5234,132.59399,-11.25095,16.85024
3.19E+09,-15.25181,-25.41745,-48.45252,-156.67691,22.52744,131.87187,-11.66491,15.07803
3.20E+09,-14.60937,-24.83021,-42.74863,-3.18888,22.49891,131.05611,-11.3994,14.47973
3.20E+09,-14.78558,-24.67974,-50.3902,104.4091,22.43374,129.80124,-11.94297,12.91055
3.21E+09,-14.94343,-27.96658,-44.11979,-29.62645,22.44357,128.92725,-11.7223,11.78571
