Freq(Hz),Sdd11(mag),Sdd11(phase),Sdd12(mag),Sdd12(phase),Sdd21(mag),Sdd21(phase),Sdd22(mag),Sdd22(phase)
4.79E+09,-15.91282,-36.20887,-54.6645,151.57809,20.09684,-72.35249,-15.47474,-104.75494
4.80E+09,-16.33166,-35.42508,-54.83631,-111.38397,20.058,-73.3321,-15.52234,-105.27987
4.80E+09,-16.11616,-36.40338,-49.57303,124.14426,20.07224,-74.02738,-15.373,-103.86288
4.81E+09,-16.03823,-35.35597,-51.99723,177.07188,20.03564,-74.76035,-14.55026,-105.71271
4.81E+09,-15.84188,-35.72968,-44.13255,152.39313,20.02571,-75.36089,-15.38693,-106.84692
4.82E+09,-16.13126,-39.5131,-40.74482,-177.63954,20.01796,-76.3541,-15.35687,-107.43209
4.83E+09,-15.87978,-34.28401,-45.98697,160.33119,20.0122,-77.09121,-15.85175,-105.05199
4.83E+09,-15.96967,-37.02195,-48.94063,-165.2748,19.9918,-77.82979,-15.75405,-109.90276
4.84E+09,-15.73741,-39.04825,-47.72476,-71.23935,19.97557,-78.62529,-15.47352,-107.7492
4.84E+09,-15.60085,-39.89438,-49.42238,148.92332,19.97414,-79.31673,-15.54552,-110.12494
4.85E+09,-15.77337,-39.03342,-45.82926,-161.18573,19.95361,-80.1467,-15.67874,-110.95818
4.86E+09,-15.73439,-38.33897,-46.43404,-152.90103,19.94447,-81.00857,-15.80357,-110.54551
4.86E+09,-15.18029,-39.20045,-40.60667,-155.6537,19.91982,-81.75983,-15.94049,-110.32696
4.87E+09,-15.64013,-40.41611,-52.55474,116.9948,19.89288,-82.56525,-16.16202,-114.64017
4.87E+09,-15.30731,-40.11888,-45.91069,173.11433,19.88212,-83.34559,-16.1775,-113.64571
4.88E+09,-15.40935,-41.42341,-46.64443,173.81306,19.86402,-84.09183,-16.32273,-115.83138
4.89E+09,-15.27793,-41.93805,-44.30719,-120.49939,19.81648,-84.85565,-16.15881,-110.54772
4.89E+09,-15.32011,-43.42148,-49.03371,-144.55847,19.82006,-85.67281,-16.19448,-110.88898
4.90E+09,-15.02007,-41.34866,-48.23627,-102.93206,19.82093,-86.33347,-15.94253,-113.05137
4.90E+09,-14.99263,-43.90717,-47.69636,133.56432,19.77345,-87.06543,-16.43146,-114.31477
4.91E+09,-15.21623,-44.39692,-59.07862,170.89117,19.76604,-87.66243,-16.61676,-115.15234
4.92E+09,-15.06158,-45.0664,-54.76854,123.77972,19.7536,-88.48731,-16.16165,-112.30125
4.92E+09,-15.27307,-44.57891,-51.58769,154.50394,19.74808,-89.28988,-16.69027,-116.22556
4.93E+09,-15.17001,-45.94995,-46.37304,-158.45993,19.73317,-89.98782,-16.82524,-116.85983
4.93E+09,-14.74533,-47.75438,-47.37044,-171.58801,19.70771,-90.71577,-16.95391,-116.85101
4.94E+09,-14.80064,-46.22514,-53.40872,75.01739,19.73626,-91.4765,-17.07761,-121.22773
4.95E+09,-14.23314,-45.74043,-40.32748,-121.81555,19.68803,-92.1321,-16.78267,-116.85133
4.95E+09,-14.71895,-46.69343,-56.31622,151.68083,19.69993,-92.80428,-16.74857,-118.32621
4.96E+09,-15.28169,-49.03355,-43.59589,165.83975,19.67588,-93.54879,-16.47796,-116.74328
4.96E+09,-15.04083,-47.47017,-50.10261,78.67207,19.66473,-94.35103,-16.57885,-117.135
4.97E+09,-14.9377,-49.54317,-46.45961,129.91753,19.65378,-94.93475,-16.54034,-118.59897
4.98E+09,-14.87505,-52.17226,-52.01165,55.19775,19.63061,-95.83071,-16.52414,-116.56722
4.98E+09,-14.742,-49.67222,-41.50123,152.21318,19.63435,-96.46878,-16.63586,-120.75954
4.99E+09,-15.16946,-50.69769,-52.06741,122.61277,19.6218,-97.16713,-16.55979,-118.57967
4.99E+09,-15.19335,-50.97371,-46.12651,33.47841,19.59438,-97.95927,-16.39887,-119.76173
5.00E+09,-15.25781,-54.99023,-48.06732,116.33439,19.61029,-98.7223,-16.79511,-123.11811
5.01E+09,-14.82375,-51.64253,-50.22899,-179.43077,19.61878,-99.45998,-16.87073,-125.37673
5.01E+09,-15.24908,-54.7917,-46.44232,-176.26868,19.59029,-100.2872,-16.62781,-124.95987
5.02E+09,-14.88827,-54.45766,-44.57177,41.33958,19.58125,-100.90298,-16.65506,-127.21063
5.02E+09,-15.04626,-54.3418,-44.6681,144.41357,19.58555,-101.76875,-16.63584,-125.02917
5.03E+09,-15.26894,-52.58829,-50.70651,107.73666,19.55619,-102.4884,-17.02737,-126.48325
5.04E+09,-15.10733,-56.48238,-42.95076,171.81351,19.5773,-103.28104,-17.15957,-123.76761
5.04E+09,-15.06278,-53.34986,-46.84865,64.594,19.53963,-103.97102,-16.59776,-125.97628
5.05E+09,-14.86496,-55.70683,-46.32904,92.35312,19.54278,-104.80893,-16.86768,-130.14165
5.05E+09,-15.0942,-57.12748,-40.16509,-178.93225,19.53097,-105.55482,-17.50064,-127.39248
5.06E+09,-15.15672,-57.62418,-50.30873,-174.82539,19.50528,-106.15856,-17.7516,-128.40936
5.07E+09,-14.92689,-56.91972,-42.02308,136.27359,19.51252,-107.00172,-17.29961,-127.01273
5.07E+09,-15.10357,-56.09275,-60.8283,-74.0431,19.49604,-107.63718,-17.83798,-131.81984
5.08E+09,-14.76839,-56.97912,-55.73195,-64.25146,19.49711,-108.36662,-17.48958,-128.42885
5.08E+09,-14.72731,-56.17254,-51.29932,-159.50563,19.45596,-109.215,-17.42428,-129.55115
5.09E+09,-15.17247,-59.81309,-45.16472,37.71972,19.44604,-109.83622,-17.24166,-131.85236
5.10E+09,-14.92024,-58.23087,-48.18153,155.75337,19.45525,-110.61931,-17.15072,-133.57443
5.10E+09,-15.24656,-58.238,-48.19709,107.14253,19.43084,-111.33443,-17.53977,-133.19867
5.11E+09,-14.61505,-59.54063,-48.71018,163.20773,19.43132,-112.13663,-17.18952,-130.56934
5.11E+09,-14.77103,-57.48821,-47.04375,-56.84604,19.41769,-112.67297,-17.49746,-129.06352
5.12E+09,-14.91243,-58.93331,-48.86601,126.11166,19.41567,-113.69843,-17.9351,-134.1618
5.13E+09,-15.1701,-61.40199,-44.88069,-158.24472,19.38133,-114.38291,-17.32194,-132.06044
5.13E+09,-15.05075,-61.98307,-43.77107,159.97639,19.40725,-115.30153,-17.70582,-131.13091
5.14E+09,-14.9652,-61.00531,-47.10373,154.83823,19.41038,-116.0042,-18.21507,-129.91463
5.14E+09,-14.97162,-60.87418,-54.84209,-179.73882,19.37937,-116.84474,-18.38355,-139.61208
5.15E+09,-15.12195,-61.2085,-48.25568,98.83059,19.39495,-117.36567,-18.45173,-132.53456
5.16E+09,-14.95491,-60.30451,-46.07127,-146.08522,19.38404,-118.32087,-18.37575,-136.47386
5.16E+09,-15.10876,-61.96856,-48.30382,164.14647,19.37265,-119.1392,-17.41038,-136.94179
5.17E+09,-15.04537,-62.55407,-59.18883,81.34861,19.35546,-119.84335,-18.22434,-141.50638
5.17E+09,-14.82449,-64.50358,-40.52011,115.10114,19.34466,-120.55511,-18.00053,-137.48561
5.18E+09,-14.8865,-63.13693,-51.15586,-137.69031,19.31596,-121.40154,-17.7528,-137.02945
5.19E+09,-14.97857,-64.24904,-47.40874,165.82735,19.32229,-121.93353,-17.85128,-141.93179
5.19E+09,-15.00541,-64.94661,-50.35135,-154.25075,19.31147,-122.81774,-17.53888,-137.46231
5.20E+09,-14.92499,-66.1849,-42.509,117.71383,19.29345,-123.58508,-18.49632,-141.60353
5.20E+09,-15.01005,-67.23581,-45.6372,121.35804,19.29426,-124.42757,-18.68108,-140.95746
5.21E+09,-14.86192,-64.75125,-44.36008,108.80598,19.26619,-125.0843,-18.5598,-141.8147
5.22E+09,-15.20194,-67.40018,-46.77107,88.50751,19.2513,-125.99214,-19.02917,-142.2952
5.22E+09,-15.12736,-65.36003,-56.68253,119.88408,19.25662,-126.75832,-19.30476,-147.30458
5.23E+09,-14.77774,-67.59544,-45.58313,176.97435,19.22603,-127.60862,-19.25566,-144.69308
5.23E+09,-15.11701,-67.88182,-46.55636,-158.86093,19.21539,-128.28801,-19.20922,-146.5136
5.24E+09,-15.15219,-66.80849,-49.73846,-157.05768,19.19949,-129.10968,-19.98596,-146.08618
5.25E+09,-14.76882,-67.44855,-46.60506,53.90723,19.20062,-129.81114,-18.90559,-147.72014
5.25E+09,-14.76432,-69.74483,-46.66043,-158.04047,19.16169,-130.57364,-18.92862,-143.12495
5.26E+09,-14.80967,-67.27868,-52.7584,-177.28795,19.18313,-131.43375,-19.48197,-147.07291
5.26E+09,-14.9651,-70.25301,-72.36543,176.91942,19.1425,-132.19617,-19.88442,-146.43159
5.27E+09,-15.13288,-69.62029,-52.21064,66.54615,19.12669,-132.81105,-19.02423,-149.57884
5.28E+09,-14.88965,-70.08315,-50.88217,156.37482,19.12515,-133.55904,-18.94077,-141.70868
5.28E+09,-15.19736,-71.7551,-44.22872,147.62642,19.10948,-134.36053,-19.86197,-141.46664
5.29E+09,-15.21567,-71.70716,-44.2271,158.12195,19.08035,-135.09688,-19.8477,-151.23593
5.29E+09,-15.06624,-71.27639,-48.50957,94.5303,19.10337,-135.9603,-19.99552,-150.44113
5.30E+09,-15.0816,-72.39254,-54.28058,45.80063,19.07199,-136.45071,-20.41416,-150.17276
5.31E+09,-15.17081,-74.41167,-47.0924,50.70191,19.04859,-137.2339,-20.89632,-152.60825
5.31E+09,-15.25993,-73.44906,-65.1324,67.24508,19.05183,-138.07178,-20.11184,-155.3647
5.32E+09,-15.37342,-74.7011,-44.67952,110.84195,19.0156,-138.79358,-20.38266,-154.81943
5.32E+09,-15.0887,-73.96652,-49.43142,38.13968,19.01139,-139.42255,-20.07777,-154.21371
5.33E+09,-15.21361,-74.19648,-50.92126,4.27962,19.01911,-140.17403,-20.04291,-156.91699
5.34E+09,-15.03303,-75.29257,-48.15999,112.82241,18.98312,-140.93903,-20.35045,-156.99704
5.34E+09,-15.25988,-72.72861,-41.43496,85.53273,18.98926,-141.74065,-20.0493,-155.67073
5.35E+09,-14.85947,-77.61406,-49.54289,-5.26122,18.95825,-142.62532,-20.98277,-153.07973
5.35E+09,-15.12898,-76.62057,-53.54227,89.60681,18.96145,-143.19171,-20.04919,-158.726
5.36E+09,-15.22817,-75.85965,-46.66944,-173.26546,18.9541,-144.14177,-20.75129,-156.91425
5.37E+09,-15.36246,-74.62817,-48.60989,-111.30491,18.94415,-144.81651,-20.96154,-160.63564
5.37E+09,-15.23822,-75.05982,-45.13354,171.68967,18.94356,-145.48889,-20.40709,-154.76027
5.38E+09,-15.53868,-76.46059,-48.2412,141.1402,18.93456,-146.1566,-20.27635,-162.22528
5.38E+09,-15.66656,-78.0892,-47.41523,88.00627,18.90974,-147.1738,-21.5312,-162.4108
5.39E+09,-15.34386,-77.4397,-46.51957,120.44534,18.89948,-147.81174,-20.41672,-164.40091
5.40E+09,-15.88485,-78.88856,-46.42285,93.61653,18.88165,-148.53806,-21.08158,-167.4771
5.40E+09,-15.7801,-78.1982,-46.10086,27.44004,18.88061,-149.46683,-20.77321,-164.36496
5.41E+09,-15.92074,-77.7355,-38.16785,60.78742,18.87743,-150.07535,-21.17234,-166.71838
5.41E+09,-15.31607,-80.97569,-45.45957,-123.9033,18.88448,-150.87988,-21.27266,-165.50333
5.42E+09,-15.64589,-80.73599,-54.10949,-84.21976,18.85839,-151.62505,-21.36337,-167.48772
5.42E+09,-15.56814,-78.30528,-45.81174,168.64069,18.86499,-152.29393,-21.31341,-166.69513
5.43E+09,-15.55078,-80.85081,-45.2623,115.36281,18.81711,-152.9317,-21.95593,-170.1044
5.44E+09,-15.6682,-80.43725,-43.0571,-143.00763,18.83522,-153.87001,-22.26631,-169.52184
5.44E+09,-15.59565,-80.40025,-53.90176,107.04096,18.81649,-154.54839,-22.78427,-173.53006
5.45E+09,-15.74885,-82.61053,-45.14472,63.64379,18.80374,-155.30806,-22.91073,-171.61665
5.45E+09,-15.67462,-83.33946,-43.2353,129.41673,18.78153,-156.03723,-21.84006,179.67572
5.46E+09,-15.39786,-82.24545,-47.1939,132.52859,18.77121,-156.90762,-23.48954,-179.50642
5.47E+09,-15.62112,-80.17145,-49.54057,-124.8754,18.7505,-157.65402,-22.62314,-171.9897
5.47E+09,-15.68256,-79.57644,-49.74041,74.95416,18.77255,-158.59415,-22.39697,-179.56308
5.48E+09,-15.70265,-81.52631,-47.17525,94.39265,18.75623,-159.11754,-21.66199,177.7773
5.48E+09,-15.76351,-84.30158,-54.78087,126.74586,18.73173,-159.98407,-22.79693,-178.83182
5.49E+09,-15.5458,-83.42699,-42.44525,18.62664,18.71229,-160.64108,-23.51622,178.17316
5.50E+09,-15.72191,-84.29585,-43.27946,-46.89209,18.69302,-161.49213,-23.21774,-178.00923
5.50E+09,-15.39258,-83.89361,-42.84852,81.41567,18.70499,-162.13429,-23.36137,-179.92621
5.51E+09,-15.60336,-84.12773,-40.10839,132.11974,18.69673,-163.10565,-24.41447,178.89281
5.51E+09,-16.14663,-85.08851,-39.77425,44.70388,18.66802,-163.68922,-23.4991,178.56119
5.52E+09,-16.1694,-84.55846,-42.84338,51.88638,18.647,-164.36223,-23.57733,179.92201
5.53E+09,-15.69716,-87.10328,-40.39483,148.09132,18.65599,-165.07523,-23.41548,179.07646
5.53E+09,-15.80236,-86.07424,-43.02296,127.11354,18.61295,-165.86656,-24.57906,173.81212
5.54E+09,-16.11358,-86.08991,-44.17824,35.12931,18.62952,-166.52379,-24.35043,173.4169
5.54E+09,-15.73877,-87.88126,-53.26014,-113.32195,18.60456,-167.188,-24.16646,173.02794
5.55E+09,-15.98959,-88.08613,-42.93498,55.40995,18.61227,-168.14452,-24.44469,168.65411
5.56E+09,-16.05943,-90.2312,-43.7415,120.47077,18.60103,-168.78386,-24.22844,175.89642
5.56E+09,-16.10305,-87.52064,-51.48121,6.89841,18.5793,-169.40355,-24.92992,177.84288
5.57E+09,-15.88166,-88.8913,-52.65743,23.11073,18.58557,-170.3886,-24.34972,177.47342
5.57E+09,-15.7203,-89.11709,-51.09201,111.96442,18.59536,-171.02808,-24.63025,170.68465
5.58E+09,-15.928,-90.9809,-43.61107,78.4561,18.57208,-171.71581,-25.72658,171.8819
5.59E+09,-15.83682,-89.4556,-55.30533,-84.23625,18.5637,-172.43781,-24.77842,164.61206
5.59E+09,-16.3846,-90.41605,-42.63539,129.7867,18.57164,-173.08272,-23.741,168.02066
5.60E+09,-16.42454,-90.01551,-44.81274,84.98827,18.55974,-173.86066,-24.8311,166.46629
5.60E+09,-16.22077,-90.27784,-54.383,83.25787,18.54859,-174.67059,-25.54221,168.24571
5.61E+09,-16.37554,-89.7143,-50.72457,128.4321,18.55482,-175.52635,-25.73167,163.04559
5.62E+09,-16.20217,-90.24346,-48.27017,135.04231,18.55546,-176.14687,-25.6244,163.07072
5.62E+09,-16.63194,-91.29875,-40.31402,134.49161,18.53138,-176.98346,-24.51344,153.92792
5.63E+09,-16.55628,-90.53987,-45.09165,9.29093,18.52555,-177.7614,-26.02608,157.3571
5.63E+09,-16.09135,-90.72059,-37.58159,8.85029,18.52273,-178.73714,-28.5355,146.47859
5.64E+09,-16.41769,-94.34647,-60.40671,-62.35215,18.51736,-179.42479,-25.62565,159.57263
5.65E+09,-16.5146,-93.63331,-49.11814,131.10297,18.49429,179.82988,-25.57258,154.58386
5.65E+09,-16.91939,-92.84969,-45.69009,120.09359,18.50297,179.13907,-25.97301,154.61458
5.66E+09,-16.60943,-93.0427,-54.16768,-95.79947,18.50087,178.20013,-26.0434,160.76418
5.66E+09,-16.69991,-96.1815,-50.7988,46.13136,18.51005,177.42944,-26.59048,151.71332
5.67E+09,-16.45693,-94.82246,-51.00926,115.12821,18.48954,176.74358,-26.91739,148.75955
5.68E+09,-16.66368,-94.6606,-44.04732,116.4984,18.46215,175.93639,-27.27619,148.71437
5.68E+09,-16.63041,-94.55257,-47.48809,129.21167,18.45359,175.17786,-26.61658,132.36133
5.69E+09,-16.75024,-94.4911,-46.39763,106.28642,18.44612,174.43608,-27.97959,121.36797
5.69E+09,-16.78977,-95.8251,-62.52413,90.12932,18.43415,173.82402,-27.05888,138.98195
5.70E+09,-17.20243,-94.7734,-41.99411,66.21935,18.4472,173.03102,-27.38973,133.26889
5.71E+09,-17.12173,-96.63809,-47.31866,124.93726,18.44577,172.02464,-27.41481,140.49376
5.71E+09,-17.13243,-97.98122,-42.99569,108.9225,18.43117,171.24773,-28.25699,139.54514
5.72E+09,-16.82,-97.3076,-61.7964,-130.42221,18.40935,170.47234,-29.44516,133.99825
5.72E+09,-16.84217,-96.31899,-45.54733,128.65848,18.40958,169.70544,-27.49877,132.95535
5.73E+09,-17.10293,-97.53721,-53.03406,25.9097,18.42069,168.93788,-30.16578,131.69353
5.74E+09,-17.06538,-98.38787,-49.81498,29.92959,18.3817,168.11322,-28.84987,122.26002
5.74E+09,-17.07325,-96.93417,-48.04453,-151.72214,18.36361,167.52866,-29.79707,122.32511
5.75E+09,-17.36334,-97.78985,-51.56447,95.53967,18.35672,166.67616,-30.27122,121.23244
5.75E+09,-17.11585,-96.99206,-47.10209,175.86069,18.37977,165.87685,-28.34399,127.76462
5.76E+09,-17.26989,-99.8924,-44.51715,-61.60686,18.35732,164.90501,-31.27325,113.90334
5.77E+09,-17.28326,-101.5238,-42.1558,-179.72397,18.3466,164.20006,-26.76823,108.32036
5.77E+09,-17.80214,-97.66381,-46.75715,55.36286,18.33973,163.29311,-29.97333,119.03526
5.78E+09,-17.35293,-100.23824,-49.13267,81.19453,18.30517,162.6302,-30.86324,103.20026
5.78E+09,-17.40036,-100.59402,-47.34654,129.82988,18.3234,161.85904,-29.86355,120.28874
5.79E+09,-17.5791,-101.27946,-58.24824,21.25335,18.29042,161.09366,-30.90692,107.43395
5.80E+09,-17.31032,-100.04277,-54.18697,73.39652,18.28094,160.157,-32.07403,111.37592
5.80E+09,-18.20743,-99.00857,-49.31632,83.12779,18.27026,159.44112,-29.47146,92.5676
5.81E+09,-17.8412,-100.98089,-55.93618,-2.32716,18.25679,158.71182,-29.20709,93.24281
5.81E+09,-17.59674,-100.84621,-49.16595,50.94391,18.25345,157.93851,-30.73435,89.7924
5.82E+09,-17.54524,-102.86619,-54.04129,114.8788,18.23412,157.07108,-29.20578,92.28657
5.83E+09,-18.09873,-101.83308,-61.23274,-89.61613,18.23698,156.30006,-29.03804,91.66336
5.83E+09,-17.73078,-102.0433,-43.67373,90.10822,18.23302,155.53951,-27.6994,77.7488
5.84E+09,-18.12017,-101.46153,-51.1685,43.63618,18.21104,154.78491,-30.10402,81.25143
5.84E+09,-17.89356,-102.44693,-52.00668,-119.21289,18.21402,153.93442,-29.0484,92.3814
5.85E+09,-18.09774,-100.9769,-47.51499,30.08349,18.20347,153.31631,-29.60922,77.87962
5.86E+09,-18.29741,-104.58602,-51.80659,160.97197,18.18103,152.37816,-27.75568,74.7649
5.86E+09,-18.62283,-105.57461,-48.98119,149.61629,18.17714,151.5085,-28.67253,78.69617
5.87E+09,-18.34198,-100.80409,-45.47099,84.99533,18.16688,150.69615,-28.02856,80.09938
5.87E+09,-18.22863,-105.11882,-46.34662,27.03398,18.1606,149.87794,-30.64179,77.74847
5.88E+09,-18.48306,-102.51175,-49.39876,-174.20793,18.12868,149.09401,-27.97483,67.02769
5.89E+09,-18.66764,-104.03953,-48.01944,63.53739,18.11217,148.4014,-27.96639,63.54011
5.89E+09,-18.63953,-103.9296,-46.00004,-52.17895,18.14292,147.60518,-29.30335,46.23356
5.90E+09,-18.55818,-106.38326,-61.68108,31.93704,18.09046,146.74409,-28.46191,54.85581
5.90E+09,-18.62247,-107.84835,-43.82421,89.33175,18.07457,145.63232,-27.83085,43.69718
5.91E+09,-18.42393,-105.17216,-47.4237,78.32793,18.04668,145.08446,-27.27012,51.93328
5.92E+09,-18.57704,-108.61144,-56.51119,13.73175,18.02981,144.21909,-28.49866,56.74421
5.92E+09,-18.99943,-104.82209,-43.34899,42.57967,18.0233,143.41238,-27.49482,44.67876
5.93E+09,-19.10484,-103.31629,-49.11952,61.46694,18.02676,142.65965,-26.88759,48.99287
5.93E+09,-19.02268,-104.72414,-53.31935,123.75725,17.9828,141.75325,-27.46187,48.07049
5.94E+09,-18.39354,-105.93949,-46.97007,63.7461,17.98727,140.96034,-30.60215,41.19364
5.95E+09,-18.96097,-106.18781,-53.16497,32.10345,17.96274,140.18379,-29.37755,33.9068
5.95E+09,-19.07937,-105.45205,-58.61388,21.55403,17.9414,139.43671,-27.84143,37.30655
5.96E+09,-18.99023,-104.79487,-52.50599,130.72289,17.91821,138.84134,-26.3444,35.73903
5.96E+09,-19.17608,-107.27771,-44.67134,29.79924,17.915,137.90266,-26.77615,27.58924
5.97E+09,-19.23778,-108.3436,-49.9858,-170.71239,17.90119,137.05252,-28.07486,35.47764
5.98E+09,-19.02489,-107.86394,-70.94316,-44.76609,17.88231,136.2896,-27.01238,31.34586
5.98E+09,-19.57088,-108.4682,-47.92057,-52.74797,17.88098,135.67467,-27.16769,25.22807
5.99E+09,-19.64587,-108.79191,-51.16522,61.95648,17.85288,134.67812,-28.04808,24.33076
5.99E+09,-19.56688,-107.67494,-45.87369,76.16557,17.8369,134.05597,-27.31036,31.66684
6.00E+09,-19.68655,-108.71214,-52.61548,-13.34132,17.81587,133.16147,-27.41982,23.94642
